cluster,store,product,marketing_5_1,marketing_8_1,marketing_3_1,marketing_4_1,marketing_6_1,marketing_6_2,marketing_6_4,marketing_6_6,marketing_6_7,marketing_6_10,si,unemployment_rate,sales_qty
1,1,1,0,0,2110.6281,13603.4419,0.002463688,0.016613439,0.003318694,0.001281687,0.016840938,0,0.751938254,3.6,2910.564884
1,1,1,0,0,25789.5702,3400.8605,0.009400769,0.023258498,0.015043364,0.00180944,0.023775442,0,1.092621131,3.6,3794.62
1,1,1,0,0,16810.0012,0,0.007274405,0.017997648,0.011922846,0.001400162,0.018397664,0,0.972857365,3.6,2703.76
1,1,1,142.8571,0,3036758.517,258448.6648,0.004025593,0.014622541,0.006871138,0.001561719,0.020520471,0.000374902,1.047679878,3.45,2459.043955
1,1,1,199.9998,0,7252425.637,621270.8309,0.011376786,0.016623307,0.010649622,0.00269262,0.035380123,0.003905227,0.750354263,3.3,8119.97
1,1,1,0,0,4263.1134,0,0.012345516,0.024584926,0.011795295,0.004646892,0.019812869,0.002296194,0.700559211,3.3,3278.02
1,1,1,0,0,1910.632,0,0.011077103,0.021844188,0.010521095,0.004629558,0.016557897,0.002537883,0.531647914,3.3,2488.4
1,1,1,0,0,2805.0601,0,0.00804472,0.016227286,0.008551426,0.005104385,0.018256143,0.002798179,0.536282038,3.3,2465.8
1,1,1,0,0,1887.5957,0,0.007989923,0.017659583,0.009642197,0.003797878,0.02023743,0.002942028,0.598577592,3.3,3178.94
1,1,1,0,0,3303.2924,0,0.00731944,0.01394515,0.008488613,0.003875728,0.018539184,0.001609934,0.572660982,3.3,2721.15
1,1,1,119.0475,0,2359.4947,0,0.006704831,0.014072723,0.008164714,0.003550286,0.016982459,0.001474748,0.605403173,3.3,2228.27
1,1,1,238.095,0,241.5,0,0.005068158,0.020645362,0.008949305,0.003136086,0.015001172,0.001708517,0.549197509,3.3,2556.794841
1,1,1,71.4285,0,483,0,0.001834472,0.016069918,0.008155504,0.000887571,0.004245615,0.000536337,0.711064534,3.3,2494.05
1,1,1,0,0,87522.5011,74282.4388,0.009639009,0.024979181,0.015276987,0,0,0,0.763955987,3.3,5373.564204
1,1,1,0,0,52677.9762,33899.0728,0.005444628,0.013957149,0.00862926,0,0,0,0.883021332,3.3,2909.934841
1,1,1,0,0,37541.5316,29661.6887,0.005000992,0.012864675,0.007926135,0,0,0,0.853300055,3.3,3179.224841
1,1,1,0,0,72232.5337,63560.7615,0.008146777,0.021033441,0.01291193,0,0,0,1.728665156,3.3,6254.549363
1,1,1,0,0,120142.7548,105934.6025,0.017543803,0.045539664,0.027805394,0,0,0,1.682582233,3.3,20957.60941
1,1,1,0,0,51090.0367,42373.841,0.006009257,0.015424591,0.009524147,0,0,0,2.071639795,3.3,4112.029363
1,1,1,0,0,84394.8445,0,0.012623472,0.031420593,0.0200071,0,0,0,1.201735699,3.3,12308.56452
1,1,1,0,0,26004.0057,0,0.001414508,0.013990354,0.009140624,0,0,0,1.085778777,3.3,2804.24
1,1,1,2325.0027,0.009686883,29039.7938,0,0.000162826,0.005966753,0.00320177,0,0,0,0.609679523,3.5,2079.074841
1,1,1,3210.7177,0.012954747,27618.1389,0,0,0.007086507,0.004174955,0,0,0,0.628867177,3.5,2519.394204
1,1,1,2834.289,0.011554234,6433.8417,2608.6152,0,0,0,0,0,0,0.619409708,3.5,3524.854841
1,1,1,2214.2881,0.009453464,6333.497,1956.4614,0,0,0,0,0,0,0.700620152,3.5,1647.27
1,1,1,4502.0241,0.015522355,12387.4345,23198.2195,0,0,0,0,0,0,0.627147309,3.5,3450.839407
1,1,1,3722.6171,0.011204106,5241.4927,8509.1207,0,0,0,0,0,0,0.763737058,3.5,2125.603362
1,1,1,5120.1167,0.014238551,5939.511,10054.5014,0,0,0,0,0,0,0.659756656,3.5,3381.399437
1,1,1,5175.872,0.008403079,6866.2795,7233.4053,0,0,0,0,0,0,0.779195007,3.5,2155.989537
1,1,1,0,0,12476.1521,737.9302,6.40E-05,0,0,0,0,0,0.59945893,4.3,3080.869436
1,1,1,0,0,11677.1921,245.9767,6.21E-05,0,0,0,0,0,0.818914561,5.1,3527.414696
1,1,1,0,0,5460.513,0,5.20E-05,0,0,0,0,0,0.953667473,5.1,3818.679407
1,1,1,0,0,6912.9992,0,2.32E-05,0,0,0,0,0,1.560827474,5.1,1770.03474
1,1,1,0,0,4341.7448,0,2.92E-05,0,0,0,0,0,1.900722605,5.1,2315.814884
1,1,1,0,0,4260.1044,0,2.99E-05,0,0,0,0,0,2.080459911,13,1155.924609
1,1,1,0,0,3788.2417,0,1.35E-05,0,0,0,0,0,1.807466127,13,1750.774696
1,1,1,0,0,1301.6411,0,0,0,0,0,0,0,1.327856997,13,2741.190087
1,1,1,0,0,1345.3225,0,0,0,0,0,0,0,1.018936601,13,2669.064042
1,1,1,0,0,0,0,0,0,0,0,0,0,0.88669802,13,4103.919799
1,1,1,0,0,0,0,0,0,0,0,0,0,0.901882369,13,5319.479119
1,1,1,0,0,0,0,0,0,0,0,0,0,1.092035094,13,7946.45351
1,2,1,19866.0581,0.182449163,10053.1313,0,0.171096084,0.269981905,0.006309959,6.54E-05,0.027497806,0,0.998911976,3.6,78178.80955
1,2,1,11681.2355,0.149786474,5258.0003,0,0.09191691,0.172736388,0.019274416,0.011955928,0.014937727,0,1.237280644,3.9,30996.09994
1,2,1,21409.935,0.197955692,27797.25,0,0.150495333,0.373111101,0.067802723,0.038747006,0.027857787,0,1.512547022,4.2,102920.3151
1,2,1,21319.1194,0.195316283,22318.9175,0,0.020348033,0.23301037,0.073281896,0.039514285,0.034303166,0,1.57707095,4.2,96892.88158
1,2,1,12180.7279,0.143187951,12205.251,0,0.016121842,0.128269542,0.037674266,0.025305658,0.016096353,0,1.541746949,4.2,35191.92373
1,2,1,19116.825,0.179149902,14637.6278,0,0.03955771,0.202867097,0.041547904,0.023244742,0.028516569,0,1.289100617,4.15,75106.4756
1,2,1,8400,0.156714923,1165.6434,0,0.029021257,0.1191272,0.035447878,0.000127551,0.022635912,0,1.657242166,4.1,46970.72576
1,2,1,14112.5,0.215775291,4699.2677,0,0.052195017,0.447159046,0.096824856,0.082218773,0.036729751,0,1.619194306,4.1,141653.7632
1,2,1,54066.9521,0.13881105,1796.0593,0,0.038809059,0.062219042,0.045642638,0.03770286,0.01587025,0,1.372878168,4.1,35363.12791
1,2,1,50482.13,0.1384614,1265.075,0,0.040059451,0.075824559,0.082649939,0.073186668,0.011174674,0,0.991079485,4.1,27367.99791
1,2,1,56964.2725,0.1524474,1499,0,0.036215151,0.177310818,0.100179946,0.062063994,0.011459509,0,0.800328458,4,34230.19
1,2,1,58928.558,0.1503495,1298.85,22143.6354,0.032746892,0.199083358,0.0753706,0.063339057,0.01126162,0.059617814,0.790529083,4,35880.63576
1,2,1,45718.737,0.1279719,799.45,20589.6962,0.01210974,0.123245307,0.045722865,0.043927238,0.016855937,0.027535653,0.864453347,4,24328.93412
1,2,1,86772.312,0.17797185,32.1951,120887.6683,1.66E-05,0.204308791,0.054331087,0.121130157,0.032330101,0,0.932716619,4,61644.71396
1,2,1,9793.75,0.10314675,959.878,173676.0606,2.39E-07,0.514745144,0.032522887,0.093809533,0.020655638,0,1.275112371,3.85,58101.61164
1,2,1,4743.75,0,421.4876,77331.5601,9.68E-05,0.077484963,0.017902139,0.037162689,0.007520159,0.006398715,1.1311436,3.7,22014.35791
1,2,1,3906.25,0,467.3168,68236.6058,0.000143261,0.054090269,0.014109014,0.006145576,0.006003243,0.031598374,0.979998896,3.7,18225.32791
1,2,1,3706.25,0,326.0973,56792.2472,0.000305223,0.04393813,0.017857411,0.016595758,0.00569608,0.029961583,0.615720734,3.7,15767.33
1,2,1,3956.25,0,513.2924,56495.4596,0.000213135,0.044373612,0.021494065,0.058964238,0.006448526,0.04229665,0.650161285,3.6,26277.92791
1,2,1,4443.75,0,195.024,2666.7592,0.0039382,0.064299946,0.022711371,0.012534396,0.007574976,0.032245998,0.680084046,3.5,17745.4757
1,2,1,0,0,339,3904.8971,0.016148992,0.052956489,0.027180512,0.018794336,0.008572231,0.013042227,0.615927083,3.5,19365.18791
1,2,1,0,0,91.75,0,0.019390238,0.174211093,0.016640125,0.030765572,0.007795732,0.019213167,0.532107399,3.5,14546.87488
1,2,1,0,0,339,0,2.13E-05,0.191248973,0.019998455,0.028912445,0.005017309,0.051998809,0.569492657,3.5,14780.58
1,2,1,50655.7355,0.14130855,339,158196.631,1.60E-07,0.132679591,0.046637007,0.00613839,0.007741057,0.097230861,0.751509685,3.5,42423.49071
1,2,1,55131.1462,0.151303545,288.9688,207826.9471,2.56E-07,0.163533393,0.070895874,0.000383727,0.023255234,0.106004878,0.801983696,3.5,40617.58488
1,2,1,39295.0783,0.11925063,0,117871.9998,6.27E-08,0.126298174,0.051920049,0.000179494,0.009818419,0.077930456,0.902766185,3.5,29972.84396
1,2,1,50163.9314,0.13165821,0,5571.0003,0.030685078,0.203295817,0.066087536,0.034167309,0.009956611,0.046045082,0.839971708,3.5,72096.81279
1,2,1,34770.4887,0.10891098,0,42319.1948,0.042841835,0.155380194,0.051618151,0.054953988,0.007469501,0.007380677,1.870972312,3.55,16391.39465
1,2,1,86163.9331,0.190594215,5162.6113,142859.6344,0.112932384,0.341767011,0.133846308,0.03354942,0.019402598,0.019371527,1.866372244,3.6,148599.4337
1,2,1,72737.7032,0.174050775,4581.6108,172294.5372,0.056699172,0.379759751,0.074133818,0.026753817,0.016822058,0.027044164,2.310377108,3.6,48993.90396
1,2,1,106180.3272,0.20748231,5901.0555,251230.3794,0.033034716,0.391280576,0.079037501,0.040078777,0.023943809,0.020429448,1.215931087,3.6,84711.93582
1,2,1,36885.2428,0.12614373,2972.4445,111897.8934,0.019220356,0.188688047,0.020343207,0.018073388,0.009597959,0.008023462,1.024632241,3.9,24309.91671
1,2,1,0,0,1845.8368,120414.5433,0.018697055,0.041845634,0.042417884,0.00014525,0.008167339,0.001233914,0.48786261,4.2,16749.52396
1,2,1,0,0,560.132,141912.3129,0.014859197,0.038097353,0.039593109,0.000127506,0.007969963,0.010301292,0.431986309,4.2,20326.09396
1,2,1,0,0,555.75,89150.8624,0.012679846,0.058661829,0.0154128,0.052961942,0.006560938,0.043646419,0.439634333,4.2,15996.3
1,2,1,0,0,128.3438,115655.173,0.012923779,0.083852608,0.016053817,0.086334446,0.006646837,0.121651036,0.657883145,4.2,15584.25279
1,2,1,26967.856,0,0,91560.3452,0.009193015,0.215760527,0.031592392,0.143795912,0.014659066,0.178229143,0.68391645,4.05,54421.36582
1,2,1,14046.4234,0,0,0,0.01337539,0.555850623,0.015709079,0.047663125,0.008311759,0.347789818,0.758206015,3.9,20780.16396
1,2,1,16457.1402,0,0,0,0.020333745,0.135436209,0.011524926,0.027032807,0.011315079,0.008533018,0.565150556,3.9,27539.33
1,2,1,13612.495,0,0,22380.48,0.020699075,0.003080091,0.00064417,0.000270209,0.007785004,0.010683884,0.592106311,3.9,22148.04187
1,2,1,0,0,0,131485.32,0.004114989,0.118734801,0.05801987,6.07E-05,0.011096736,0.012679051,0.523381422,3.7,22937.06791
1,2,1,0,0,0,100712.16,0.000405032,0.137046948,0.066470758,0,0.009290045,0,0.644678842,3.5,22193.94884
1,2,1,0,0,0,111902.4,0.001330991,0.049916369,0.040460206,0,0.008330918,0,0.676751551,3.5,20125.15396
1,2,1,0,0,0,30773.16,0.013487518,0.028909163,0.032319715,0,0.008656896,0,0.940482816,3.5,21502.04791
1,2,1,0,0,0,0,0.032299569,0.076628413,0.079710859,0,0.024272714,0,1.243175753,3.25,102572.9977
1,2,1,0,0,0,0,0.02655836,0.121847161,0.039800167,0,0.026333908,0,1.540325818,3,129744.4296
1,2,1,30571.4117,0,0,0,0.009133395,0.208775972,0.026660429,0,0.022065536,0,1.525982607,3,105669.9819
1,2,1,26514.2655,0,0,0,0.019249411,0.168029172,0.034601498,0,0.020459769,0,1.106796668,3,122278.6137
1,2,1,12042.8469,0,0,0,0.005156064,0.072092088,0.021243496,0.015591158,0.008893228,0,0.898255006,3,26698.42978
1,2,1,15699.9871,0,0,0,0.0069232,0.076726994,0.014655022,0.030546013,0.011708459,0,0.732445224,2.9,33237.52187
1,2,1,20585.7,0,0,0,0.008034847,0.176689823,0.059309289,0.011953363,0.012050319,0,0.844936527,2.9,44172.51582
1,2,1,21442.8414,0,0,0,0.005965184,0.135743254,0.026845108,0.008538038,0.011833282,0,1.080872327,2.9,51330.76187
1,2,1,0,0,0,0,0.000953522,0.063386689,0.006604872,0,0.015335603,0,0.996984946,2.9,73916.80373
1,2,1,0,0,341.8335,32788.8569,0.000247411,0.0634724,0.012688007,0,0.085454021,0,1.236931427,3.25,29116.26187
1,2,1,0,0,3057700.051,397564.8918,0,0.139024655,0.052230946,0,0.205612954,0,1.513907762,3.6,59503.30791
1,2,1,0,0,41878728.42,663974.3561,0,0.261497671,0.099539669,0,0.374763877,0,1.576842613,3.6,145115.6367
1,2,1,0,0,24372494.96,504128.6776,0.000779043,0.142035128,0.054065987,0,0.203556824,0,1.542037568,3.6,51210.88526
1,2,1,0,0,34878445.12,491832.8557,0.036539155,0.228242613,0.109247656,0,0.339369502,3.47E-05,1.288379928,3.65,91347.87763
1,2,1,0,0,25018362.88,119030.1165,0.040752088,0.437876571,0.138156226,0,0.345616492,3.93E-05,1.654395185,3.7,107642.1592
1,2,1,10610,0,189009.6106,166642.163,0.147988029,0.439860649,0.246153402,0.010845871,0.23718488,2.69E-05,1.620682926,3.7,74438.14227
1,2,1,14550,0,284424.3765,241461.0934,0.206294758,0.598285594,0.265364479,0.024007396,0.330634832,3.76E-05,1.372971384,3.7,102642.1929
1,2,1,8980,0,34365.0815,129232.698,0.028218544,0.188679866,0.093888488,0.014680162,0.192892429,0,0.991011193,3.7,41655.34836
1,2,1,7360,0,20701.8428,115629.2561,0.024450551,0.157615388,0.034392567,0.012719935,0.167135699,0,0.803135826,3.65,40214.82896
1,2,1,7890,0,38512.4125,180245.6048,0.025299384,0.17033978,0.034237158,0.013161524,0.17293804,0,0.788750599,3.6,40362.89669
1,2,1,7940,0,120294.5204,78219.7911,0.069330674,0.171531426,0.110939746,0.013344622,0.175343888,0,0.862839846,3.6,39164.92648
1,2,1,8110,0,114789.329,0,0.06737218,0.166685906,0.110423901,0.012967656,0.170390671,0,0.92992531,3.6,33105.94066
1,2,1,9000,0,30784957.14,2629218.157,0.035987931,0.125120831,0.063142128,0.014540145,0.191052662,0.005311109,1.278548947,3.45,39943.01495
1,2,1,17360,0,73828918.25,6324537.075,0.115815685,0.169425374,0.108405319,0.027410867,0.360169649,0.039755212,1.135503869,3.3,129680.5851
1,2,1,8150,0,29213.0963,0,0.110404185,0.218568063,0.104823513,0.040814316,0.177183654,0.020486149,0.984674548,3.3,33563.86334
1,2,1,7830,0,17957.8741,0,0.109357515,0.21470783,0.103412471,0.045504205,0.162748564,0.024945008,0.604318017,3.3,32210.89055
1,2,1,6650,0,16568.3851,0,0.066537908,0.136611102,0.071917053,0.042971797,0.153691253,0.023556764,0.642190941,3.3,27858.66968
1,2,1,6790,0,16044.5634,0,0.058890761,0.13009069,0.071809256,0.02881192,0.149162597,0.021649817,0.663676312,3.3,41653.72627
1,2,1,6900,0,22651.1486,0,0.061460946,0.117096681,0.071278428,0.032544284,0.15567254,0.013518526,0.608859581,3.3,33745.15672
1,2,1,23412.8537,0,18421.6509,0,0.056208829,0.116916629,0.068072413,0.029763227,0.142369614,0.012363307,0.528626165,3.3,26890.4416
1,2,1,21368.5684,0,6064.6507,0,0.045900298,0.188340902,0.08086095,0.028402284,0.135859671,0.015996904,0.567538253,3.3,25302.75512
1,2,1,24955.7106,0,9203.7573,69654.1821,0.017168252,0.137394078,0.072917897,0.008461514,0.04047486,0.005113077,0.739475617,3.3,25106.70736
1,2,1,0,0,511953.1092,438502.0349,0.072635376,0.176200188,0.115120725,0,0,0,0.787770228,3.3,59884.53493
1,2,1,0,0,314989.2676,203394.4368,0.036499175,0.08854035,0.057848004,0,0,0,0.89483257,3.3,23684.15895
1,2,1,0,0,306496.272,258480.4301,0.040491903,0.098225979,0.064176129,0,0,0,0.830781582,3.3,26312.21557
1,2,1,0,0,496006.6115,436450.5621,0.068037689,0.165047039,0.107833794,0,0,0,1.885534809,3.3,61126.33744
1,2,1,0,0,828309.9135,699168.3762,0.134260503,0.325691519,0.212791167,0,0,0,1.891523224,3.3,231854.2291
1,2,1,0,0,442397.0517,334753.3439,0.057067771,0.138436017,0.090447432,0,0,0,2.286735611,3.3,37890.03008
1,2,1,0,0,597307.1509,0,0.109578187,0.265816719,0.173671854,0,0,0,1.215270964,3.3,88628.19104
1,2,1,0,0,202564.5969,0,0.010143611,0.09401909,0.061427549,0,0,0,1.018084385,3.3,23634.42472
1,2,1,31583.5787,0,196692.4468,0,0.001102567,0.047978673,0.026143442,0,0,0,0.485649826,3.5,18738.89055
1,2,1,30345.0057,0,72343.9296,0,0,0.04066189,0.023955604,0,0,0,0.430548273,3.5,18640.2875
1,2,1,22330.9661,0,33055.1467,13912.6144,0,0,0,0,0,0,0.438307921,3.5,19288.92318
1,2,1,22707.6338,0,53908.3823,19129.8448,0,0,0,0,0,0,0.65748402,3.5,22371.797
1,2,1,83269.9806,0,91065.4801,130504.1471,0,0,0,0,0,0,0.68340504,3.5,56495.33201
1,2,1,31484.5104,0,47620.6478,81973.1106,0,0,0,0,0,0,0.757712575,3.5,21052.68885
1,2,1,45068.5562,0,58983.5175,102316.8934,0,0,0,0,0,0,0.561514379,3.5,28533.7035
1,2,1,52114.6296,0,51120.3976,67560.4149,0,0,0,0,0,0,0.591098836,3.5,22811.05228
1,2,1,0,0,69969.9892,6395.395,0,0,0,0,0,0,0.524116841,4.3,29055.17876
1,2,1,0,0,82187.6106,6395.3949,0,0,0,0,0,0,0.645813017,5.1,30009.00298
1,2,1,0,0,61414.9713,2213.7904,0,0,0,0,0,0,0.676898663,5.1,26219.79445
1,2,1,0,0,49609.8886,0,0,0,0,0,0,0,0.94010785,5.1,16923.07857
1,2,1,0,0,46855.0182,0,0,0,0,0,0,0,1.243093839,5.1,17271.55933
1,2,1,0,0,38140.3113,0,0,0,0,0,0,0,1.546054771,13,14192.41815
1,2,1,0,0,27931.1292,0,0,0,0,0,0,0,1.531089175,13,16602.40165
1,2,1,0,0,11902.6779,0,0,0,0,0,0,0,1.109588745,13,22037.26091
1,2,1,0,0,8610.064,0,0,0,0,0,0,0,0.899784376,13,32242.83586
1,2,1,0,0,0,0,0,0,0,0,0,0,0.732286065,13,47898.11803
