,cluster,store,product,m51,m52,SI,Y
30,1.0,1.0,1.0,57.726780448116685,67.72678044811668,0.9177267804481167,4.726247352461845
31,1.0,1.0,1.0,48.788280104918115,58.788280104918115,0.9087882801049182,4.269841351545816
32,1.0,1.0,1.0,43.317191223642816,53.317191223642816,0.9033171912236428,3.9878241386170945
33,1.0,1.0,1.0,36.93964334504111,46.93964334504111,0.8969396433450412,3.6573477915365085
34,1.0,1.0,1.0,52.40266149850644,62.40266149850644,0.9124026614985065,4.451755662277941
35,1.0,1.0,1.0,37.843731563297055,47.843731563297055,0.8978437315632971,3.704097582973045
36,1.0,1.0,1.0,41.559294805918874,51.559294805918874,0.9015592948059189,3.8929288287152066
37,1.0,1.0,1.0,40.980555277712654,50.980555277712654,0.9009805552777127,3.8628113653671896
38,1.0,1.0,1.0,48.3209584552077,58.3209584552077,0.9083209584552078,4.241164136349665
39,1.0,1.0,1.0,60.452054180158626,70.45205418015863,0.9204520541801586,4.867531902576097
40,1.0,1.0,1.0,36.831860773877885,46.831860773877885,0.8968318607738779,3.6550447627065767
41,1.0,1.0,1.0,26.87167088214755,36.871670882147555,0.8868716708821476,3.135816492902303
42,1.0,1.0,1.0,22.45542540638987,32.45542540638987,0.8824554254063899,2.8993944851595983
43,1.0,1.0,1.0,41.020940823351275,51.020940823351275,0.9010209408233513,3.8563547346263807
44,1.0,1.0,1.0,26.384979189717864,36.38497918971787,0.8863849791897179,3.102679879632155
45,1.0,1.0,1.0,44.81784877300935,54.81784877300935,0.9048178487730094,4.053636953370023
46,1.0,1.0,1.0,37.916712590766885,47.916712590766885,0.8979167125907669,3.7019469036417005
47,1.0,1.0,1.0,39.08136494481844,49.08136494481844,0.8990813649448185,3.7623687018609666
48,1.0,1.0,1.0,47.02688160758787,57.02688160758787,0.9070268816075879,4.17304032660096
49,1.0,1.0,1.0,41.03655058720886,51.03655058720886,0.9010365505872089,3.866420794519973
50,1.0,1.0,1.0,46.212363835822835,56.212363835822835,0.9062123638358228,4.132954203228496
51,1.0,1.0,1.0,49.541149695182085,59.541149695182085,0.9095411496951821,4.305542191394475
52,1.0,1.0,1.0,60.378135215971575,70.37813521597158,0.9203781352159716,4.864601679295653
53,1.0,1.0,1.0,35.15548784515604,45.15548784515604,0.8951554878451561,3.569274244222239
54,1.0,1.0,1.0,42.07154898864392,52.07154898864392,0.902071548988644,3.9206222055874385
55,1.0,1.0,1.0,56.44242156675087,66.44242156675088,0.9164424215667509,4.660441171455077
56,1.0,1.0,1.0,35.117925978104076,45.117925978104076,0.8951179259781041,3.565096434412
57,1.0,1.0,1.0,39.8217173534704,49.8217173534704,0.8998217173534704,3.803344225698162
58,1.0,1.0,1.0,44.6891556028312,54.6891556028312,0.9046891556028313,4.053574166067559
59,1.0,1.0,1.0,42.79872662328809,52.79872662328809,0.9027987266232881,3.9572600035465473
60,1.0,1.0,1.0,33.53350283491146,43.53350283491146,0.8935335028349115,3.478912918957653
61,1.0,1.0,1.0,34.55939981006321,44.55939981006321,0.8945593998100633,3.5285453835043565
62,1.0,1.0,1.0,38.39910147984894,48.39910147984894,0.8983991014798489,3.725966837158941
63,1.0,1.0,1.0,40.378117171441374,50.378117171441374,0.9003781171714413,3.828949571190869
64,1.0,1.0,1.0,50.33832958550941,60.33832958550941,0.9103383295855094,4.343786531439724
65,1.0,1.0,1.0,27.69038829044513,37.69038829044513,0.8876903882904451,3.1780543675813964
66,1.0,1.0,1.0,27.532633501139657,37.53263350113966,0.8875326335011396,3.1633376262444894
67,1.0,1.0,1.0,42.95720550413442,52.95720550413442,0.9029572055041344,3.9585775985100833
68,1.0,1.0,1.0,61.40962401502524,71.40962401502523,0.9214096240150252,4.913428574287357
69,1.0,1.0,1.0,30.797977322997504,40.797977322997504,0.8907979773229975,3.341982233921094
70,1.0,1.0,1.0,39.39997620473028,49.39997620473028,0.8993999762047303,3.7801230692457217
71,1.0,1.0,1.0,42.797839136139444,52.797839136139444,0.9027978391361394,3.955483649780319
72,1.0,1.0,1.0,24.687303430281233,34.68730343028123,0.8846873034302812,3.0202895435913693
73,1.0,1.0,1.0,36.97068992055296,46.97068992055296,0.896970689920553,3.649734420652906
74,1.0,1.0,1.0,38.539858709943864,48.539858709943864,0.8985398587099439,3.732104551349738
75,1.0,1.0,1.0,42.77461594950063,52.77461594950063,0.9027746159495007,3.952340049148773
76,1.0,1.0,1.0,38.604793417562476,48.604793417562476,0.8986047934175625,3.7389354001092916
77,1.0,1.0,1.0,46.95159659030741,56.95159659030741,0.9069515965903074,4.169355176809758
78,1.0,1.0,1.0,38.866125367372206,48.866125367372206,0.8988661253673722,3.754651846185744
79,1.0,1.0,1.0,27.667329958744414,37.66732995874442,0.8876673299587444,3.1743136335033526
80,1.0,1.0,1.0,32.03858692388955,42.03858692388955,0.8920385869238896,3.3954002972837922
81,1.0,1.0,1.0,35.326086199539745,45.326086199539745,0.8953260861995398,3.564692672179451
82,1.0,1.0,1.0,46.58906074067532,56.58906074067532,0.9065890607406754,4.147723569614808
83,1.0,1.0,1.0,35.8936885072368,45.8936885072368,0.8958936885072368,3.5992328361283343
84,1.0,1.0,1.0,41.734435600406115,51.734435600406115,0.9017344356004061,3.899502884174256
85,1.0,1.0,1.0,42.89461743221667,52.89461743221667,0.9028946174322167,3.960631185978203
86,1.0,1.0,1.0,50.3451736240402,60.3451736240402,0.9103451736240402,4.3456700096798
87,1.0,1.0,1.0,52.266171239072605,62.266171239072605,0.9122661712390726,4.44684254933008
88,1.0,1.0,1.0,57.19982518488976,67.19982518488976,0.9171998251848897,4.70208524116254
89,1.0,1.0,1.0,44.08068343358283,54.08068343358283,0.9040806834335828,4.0288713401160265
90,1.0,1.0,1.0,43.22568944892495,53.22568944892495,0.903225689448925,3.982501190643811
91,1.0,1.0,1.0,50.47227484052662,60.47227484052662,0.9104722748405266,4.354384555222459
92,1.0,1.0,1.0,21.803997045320088,31.803997045320088,0.8818039970453201,2.8760680681893804
93,1.0,1.0,1.0,35.74178428339828,45.74178428339828,0.8957417842833983,3.587380269936378
94,1.0,1.0,1.0,41.24548832038496,51.24548832038496,0.901245488320385,3.8721659604020275
95,1.0,1.0,1.0,63.125663352168885,73.12566335216889,0.923125663352169,5.002017591173319
96,1.0,1.0,1.0,30.344241431381178,40.34424143138118,0.8903442414313812,3.319243821775336
97,1.0,1.0,1.0,36.53725135200549,46.53725135200549,0.8965372513520055,3.6324542810556735
98,1.0,1.0,1.0,49.66683775600462,59.66683775600462,0.9096668377560047,4.309112405770531
99,1.0,1.0,1.0,30.744980807303115,40.744980807303115,0.8907449808073031,3.3358081300733105
100,1.0,1.0,1.0,45.51448028623109,55.51448028623109,0.9055144802862312,4.094227282150177
101,1.0,1.0,1.0,28.489881780935203,38.48988178093521,0.8884898817809352,3.2169026121260886
102,1.0,1.0,1.0,37.54696269399861,47.54696269399861,0.8975469626939986,3.680955452108349
103,1.0,1.0,1.0,38.308311498637046,48.308311498637046,0.8983083114986371,3.721279293674052
104,1.0,2.0,1.0,45.4191967948695,55.4191967948695,0.9054191967948695,4.052673046515956
105,1.0,2.0,1.0,37.8203714533142,47.8203714533142,0.8978203714533143,3.684553489484155
106,1.0,2.0,1.0,37.24573621562535,47.24573621562535,0.8972457362156254,3.662079498030207
107,1.0,2.0,1.0,41.27819972940199,51.27819972940199,0.901278199729402,3.873620005446251
108,1.0,2.0,1.0,15.067137548780899,25.0671375487809,0.875067137548781,2.518058394085542
109,1.0,2.0,1.0,38.80886341646806,48.80886341646806,0.898808863416468,3.7405981899542344
110,1.0,2.0,1.0,56.600234878770664,66.60023487877066,0.9166002348787707,4.663450864978618
111,1.0,2.0,1.0,44.412660756357816,54.412660756357816,0.9044126607563578,4.041666348719227
112,1.0,2.0,1.0,34.99001762680222,44.99001762680222,0.8949900176268022,3.555421397227583
113,1.0,2.0,1.0,40.85453185584849,50.85453185584849,0.9008545318558485,3.8551419037823327
114,1.0,2.0,1.0,45.788560393967146,55.788560393967146,0.9057885603939672,4.110280406916122
115,1.0,2.0,1.0,29.386649981167864,39.386649981167864,0.8893866499811679,3.2648901174325347
116,1.0,2.0,1.0,29.816573200397936,39.81657320039794,0.889816573200398,3.281614884808689
117,1.0,2.0,1.0,51.59323728569108,61.59323728569108,0.9115932372856911,4.405128244599563
118,1.0,2.0,1.0,46.56500795191161,56.56500795191161,0.9065650079519116,4.151207759646314
119,1.0,2.0,1.0,35.089390645608624,45.089390645608624,0.8950893906456087,3.560384330579073
120,1.0,2.0,1.0,41.594382845052934,51.594382845052934,0.901594382845053,3.8932414807495053
121,1.0,2.0,1.0,37.41233992843739,47.41233992843739,0.8974123399284374,3.678009195955172
122,1.0,2.0,1.0,35.79481753404044,45.79481753404044,0.8957948175340404,3.5933970455396564
123,1.0,2.0,1.0,57.5008891789334,67.50088917893339,0.9175008891789335,4.712094580815139
124,1.0,2.0,1.0,41.29196784827854,51.29196784827854,0.9012919678482786,3.882136750063947
125,1.0,2.0,1.0,36.6230546852143,46.6230546852143,0.8966230546852143,3.639544951904534
126,1.0,2.0,1.0,52.38682467337124,62.38682467337124,0.9123868246733713,4.4502589456215
127,1.0,2.0,1.0,42.211060845620906,52.211060845620906,0.902211060845621,3.9290494427758627
128,1.0,2.0,1.0,28.86915919326893,38.86915919326893,0.8888691591932689,3.2389382722514903
129,1.0,2.0,1.0,33.93628446041723,43.93628446041723,0.8939362844604173,3.4951823368268653
130,1.0,2.0,1.0,42.70543156123261,52.70543156123261,0.9027054315612326,3.947711980613148
131,1.0,2.0,1.0,40.06484989564555,50.06484989564555,0.9000648498956456,3.81382459188778
132,1.0,2.0,1.0,65.20967529806407,75.20967529806407,0.9252096752980641,5.109830149936143
133,1.0,2.0,1.0,39.75646613004904,49.75646613004904,0.8997564661300491,3.805651368501787
134,1.0,2.0,1.0,37.39940999245764,47.39940999245764,0.8973994099924577,3.6807067229570722
135,1.0,2.0,1.0,30.522837724249534,40.522837724249534,0.8905228377242496,3.3226468372531346
136,1.0,2.0,1.0,30.978651181574314,40.978651181574314,0.8909786511815744,3.3418901687123315
137,1.0,2.0,1.0,63.03569049282571,73.03569049282571,0.9230356904928257,4.995246386885404
138,1.0,2.0,1.0,36.16147823326776,46.16147823326776,0.8961614782332677,3.6178716799071156
139,1.0,2.0,1.0,37.43473632544409,47.43473632544409,0.8974347363254441,3.6799702485837043
140,1.0,2.0,1.0,28.969622012733026,38.969622012733026,0.888969622012733,3.2406958022843932
141,1.0,2.0,1.0,43.36354080092861,53.36354080092861,0.9033635408009286,3.9813079067168213
142,1.0,2.0,1.0,27.67409647963553,37.67409647963553,0.8876740964796356,3.1730536275497974
143,1.0,2.0,1.0,49.979680805619786,59.979680805619786,0.9099796808056199,4.321957655660755
144,1.0,2.0,1.0,37.40700264103507,47.40700264103507,0.8974070026410351,3.67822961032064
145,1.0,2.0,1.0,34.274140393575465,44.274140393575465,0.8942741403935754,3.514961614960036
146,1.0,2.0,1.0,36.083024744211876,46.083024744211876,0.8960830247442119,3.6067577157140223
147,1.0,2.0,1.0,24.95643748339932,34.95643748339932,0.8849564374833994,3.029977914381498
148,1.0,2.0,1.0,32.36566641215107,42.36566641215107,0.8923656664121511,3.409444145951137
149,1.0,2.0,1.0,34.671827621599235,44.671827621599235,0.8946718276215992,3.5294586055250763
150,1.0,2.0,1.0,45.619682964705504,55.619682964705504,0.9056196829647055,4.096931640669001
151,1.0,2.0,1.0,38.14964420728642,48.14964420728642,0.8981496442072865,3.715218094510623
152,1.0,2.0,1.0,25.67285290999642,35.67285290999642,0.8856728529099964,3.0691662583697967
153,1.0,2.0,1.0,44.5665952194768,54.5665952194768,0.9045665952194768,4.042124430435548
154,1.0,2.0,1.0,49.327420583125324,59.327420583125324,0.9093274205831253,4.291592971421952
155,1.0,2.0,1.0,50.167957254812045,60.167957254812045,0.910167957254812,4.337806748445907
156,1.0,2.0,1.0,44.87862705513404,54.87862705513404,0.9048786270551341,4.066841015378864
157,1.0,2.0,1.0,32.026702009340106,42.026702009340106,0.8920267020093401,3.4032123508809695
158,1.0,2.0,1.0,35.59357105747431,45.59357105747431,0.8955935710574743,3.582970707780604
159,1.0,2.0,1.0,61.1272115449154,71.1272115449154,0.9211272115449154,4.898822542568134
160,1.0,2.0,1.0,32.84405699720306,42.84405699720306,0.892844056997203,3.447389970037416
161,1.0,2.0,1.0,57.00280703238735,67.00280703238735,0.9170028070323873,4.688160136090421
162,1.0,2.0,1.0,33.11995792259187,43.11995792259187,0.8931199579225919,3.4614711671001
163,1.0,2.0,1.0,31.376133903868414,41.376133903868414,0.8913761339038684,3.3662182105920153
164,1.0,2.0,1.0,61.990719644947696,71.99071964494769,0.9219907196449477,4.942779391272882
165,1.0,2.0,1.0,32.77438825230361,42.77438825230361,0.8927743882523036,3.443627475824999
166,1.0,2.0,1.0,42.50758385570201,52.50758385570201,0.9025075838557021,3.9411323624084122
167,1.0,2.0,1.0,43.00011654315929,53.00011654315929,0.9030001165431593,3.966863565900462
168,1.0,2.0,1.0,41.81270712380154,51.81270712380154,0.9018127071238016,3.90612727346358
169,1.0,2.0,1.0,50.71562998685839,60.71562998685839,0.9107156299868584,4.365057063700061
170,1.0,2.0,1.0,21.42210054577516,31.42210054577516,0.8814221005457752,2.854825865060524
171,1.0,2.0,1.0,44.53588162724765,54.53588162724765,0.9045358816272476,4.041446675019394
172,1.0,2.0,1.0,38.445188180980836,48.445188180980836,0.8984451881809808,3.7302939003606808
173,1.0,2.0,1.0,24.71199012946233,34.71199012946233,0.8847119901294623,3.019256283594218
174,1.0,2.0,1.0,37.495170904614554,47.495170904614554,0.8974951709046146,3.6758507868600847
175,1.0,2.0,1.0,42.2842104068484,52.2842104068484,0.9022842104068485,3.925486584516929
176,1.0,2.0,1.0,64.6744650071501,74.6744650071501,0.9246744650071501,5.081993530650771
177,1.0,2.0,1.0,46.34123815635534,56.34123815635534,0.9063412381563554,4.144479483479853
178,1.0,2.0,1.0,35.808640689354284,45.808640689354284,0.8958086406893543,3.600308682772555
179,1.0,2.0,1.0,50.14883260522174,60.14883260522174,0.9101488326052217,4.336080704837106
180,1.0,2.0,1.0,21.739839059300714,31.739839059300714,0.8817398390593008,2.8715296591428943
181,1.0,2.0,1.0,36.39357513499205,46.39357513499205,0.8963935751349921,3.620611538715624
182,1.0,2.0,1.0,29.144309246652252,39.144309246652256,0.8891443092466522,3.2457386093803464
183,1.0,2.0,1.0,40.35365484720678,50.35365484720678,0.9003536548472068,3.82390504411817
184,1.0,2.0,1.0,43.1788188397839,53.1788188397839,0.9031788188397839,3.9728502558343752
185,1.0,2.0,1.0,26.6756948249825,36.6756948249825,0.8866756948249825,3.121684531661992
186,1.0,2.0,1.0,38.070554089644794,48.070554089644794,0.8980705540896449,3.7068898942872397
187,1.0,2.0,1.0,35.606620920553596,45.606620920553596,0.8956066209205537,3.5811813198950917
188,1.0,2.0,1.0,45.28720570501241,55.28720570501241,0.9052872057050124,4.081507550871148
189,1.0,2.0,1.0,43.048919736638375,53.048919736638375,0.9030489197366384,3.9688627675901174
190,1.0,2.0,1.0,45.56349754058866,55.56349754058866,0.9055634975405887,4.099262222237983
191,1.0,2.0,1.0,50.183850378918436,60.183850378918436,0.9101838503789185,4.338520914759139
192,1.0,2.0,1.0,60.95813863983022,70.95813863983022,0.9209581386398302,4.894511400936214
193,1.0,2.0,1.0,50.39717421194999,60.39717421194999,0.91039717421195,4.354365759177399
194,1.0,2.0,1.0,35.337218902516696,45.337218902516696,0.8953372189025167,3.5778167333492163
195,1.0,2.0,1.0,42.65729194814134,52.65729194814134,0.9026572919481414,3.9504940500423276
196,1.0,2.0,1.0,29.582901660254628,39.58290166025463,0.8895829016602547,3.2749067109700336
197,1.0,2.0,1.0,19.42455396329005,29.42455396329005,0.8794245539632901,2.7422499989371505
198,1.0,2.0,1.0,28.594713043556894,38.594713043556894,0.8885947130435569,3.2103991667839824
199,1.0,2.0,1.0,44.96132001086267,54.96132001086267,0.9049613200108627,4.059320767279256
200,1.0,2.0,1.0,35.14751865705932,45.14751865705932,0.8951475186570593,3.557948036685865
201,1.0,2.0,1.0,42.72221355397788,52.72221355397788,0.9027222135539779,3.9490022988041855
202,1.0,2.0,1.0,44.82900648037031,54.82900648037031,0.9048290064803703,4.060017890668089
203,1.0,2.0,1.0,45.85051282158626,55.85051282158626,0.9058505128215862,4.11444400457881
204,1.0,2.0,1.0,44.17369763793958,54.17369763793958,0.9041736976379396,4.0290408033932
205,1.0,2.0,1.0,36.819890556094265,46.819890556094265,0.8968198905560942,3.649574071246316
206,1.0,2.0,1.0,33.80936113228066,43.80936113228066,0.8938093611322807,3.491667969098063
207,1.0,2.0,1.0,42.97033419788802,52.97033419788802,0.9029703341978881,3.9626969741371925
